,Unnamed: 0,start,end,duration,round_epochs,loss,accuracy,val_loss,val_accuracy,batch_size,lr,optimizer,units
327,259,08/16/21-231531,08/16/21-231541,9.705802679061891,1,117.43983459472656,0.10441666841506958,117.6359634399414,0.10279999673366548,25,1.0,Nadam_8,250
328,277,08/16/21-232631,08/16/21-232642,10.440381050109863,1,5.72422981262207,0.10441666841506958,5.720828056335449,0.10279999673366548,25,5.0,AdaBeliefOptimizer_2,250
329,465,08/17/21-020201,08/17/21-020208,6.51328182220459,1,8.452313423156737,0.10441666841506958,8.49346923828125,0.10279999673366548,40,0.1,RMSprop_10,250
330,129,08/16/21-204235,08/16/21-204245,10.048291444778444,1,478.927001953125,0.10441666841506958,481.0949096679688,0.10279999673366548,15,2.0,RMSprop_10,250
331,402,08/17/21-011541,08/17/21-011547,6.191858768463135,1,11.57903003692627,0.10441666841506958,11.574346542358398,0.10279999673366548,35,1.0,Adamax_7,250
332,189,08/16/21-220038,08/16/21-220047,8.785897970199585,1,152.51898193359375,0.10441666841506958,152.32186889648438,0.10279999673366548,20,1.0,RMSprop_10,250
333,26,08/16/21-181309,08/16/21-181321,12.261780261993408,1,5.289057731628418,0.10441666841506958,5.301253795623778,0.10279999673366548,10,0.1,Adam_3,250
334,271,08/16/21-232302,08/16/21-232311,9.566401481628418,1,130.73431396484378,0.10441666841506958,131.54470825195312,0.10279999673366548,25,2.0,Nadam_8,250
335,415,08/17/21-012154,08/17/21-012201,7.856108665466309,1,230.2826232910156,0.10441666841506958,231.5078430175781,0.10279999673366548,35,2.0,Nadam_8,250
336,213,08/16/21-221722,08/16/21-221731,8.767695426940918,1,727.9824829101562,0.10441666841506958,724.6632080078125,0.10279999673366548,20,5.0,RMSprop_10,250
337,492,08/17/21-021510,08/17/21-021519,8.676711797714232,1,3.311718463897705,0.10441666841506958,3.2994487285614014,0.10279999673366548,40,5.0,AdaBeliefOptimizer_1,250
338,71,08/16/21-190618,08/16/21-190627,9.48486828804016,1,40.66482162475586,0.10218333452939987,40.95751190185547,0.10100000351667404,10,5.0,SGD_12,250
339,55,08/16/21-185259,08/16/21-185316,16.928930521011353,1,202.9745941162109,0.10218333452939987,203.1015930175781,0.10100000351667404,10,2.0,Nadam_8,250
340,397,08/17/21-011234,08/17/21-011242,8.567180871963501,1,2.38442325592041,0.10218333452939987,2.386343717575073,0.10100000351667404,35,1.0,AdaBeliefOptimizer_2,250
341,126,08/16/21-204201,08/16/21-204210,8.763744592666626,1,26.275543212890625,0.10218333452939987,26.42181205749512,0.10100000351667404,15,2.0,Adamax_7,250
342,43,08/16/21-184036,08/16/21-184053,17.027206659317017,1,68.53028106689453,0.10218333452939987,68.38466644287111,0.10100000351667404,10,1.0,Nadam_8,250
343,212,08/16/21-221712,08/16/21-221722,10.338614463806152,1,1161.283447265625,0.10218333452939987,1162.5404052734375,0.10100000351667404,20,5.0,RMSprop_9,250
